Age,Customer ID,Date Joined,Dummy,Gender,Job Classification,Name,Region,Surname,Balance,Number of Records
37,100003270,20.Nov.15,dummy,Female,Blue Collar,Zoe,England,Vaughan,11073.76,1
38,100003866,22.Dec.15,dummy,Female,Blue Collar,Sally,England,Campbell,94159.68,1
38,100002671,18.Oct.15,dummy,Female,Blue Collar,Diana,England,Graham,31728.14,1
38,100002388,30.Sep.15,dummy,Female,Blue Collar,Theresa,England,Lewis,3761.07,1
39,100003273,20.Nov.15,dummy,Female,Blue Collar,Angela,England,Berry,10685.07,1
39,100003916,24.Dec.15,dummy,Female,Blue Collar,Samantha,England,Clarkson,23208.75,1
39,100002813,26.Oct.15,dummy,Female,Blue Collar,Bella,England,Hart,106334.38,1
39,100002576,12.Oct.15,dummy,Female,Blue Collar,Ava,England,Henderson,21924.56,1
39,100001895,03.Sep.15,dummy,Female,Blue Collar,Michelle,England,Jackson,54045.93,1
39,100001311,22.Jul.15,dummy,Female,Blue Collar,Michelle,England,James,63992.1,1
39,100003230,17.Nov.15,dummy,Female,Blue Collar,Fiona,England,McDonald,33581.76,1
40,100001595,12.Aug.15,dummy,Female,Blue Collar,Bella,England,Avery,13612.39,1
40,100001265,19.Jul.15,dummy,Female,Blue Collar,Lillian,England,Sharp,31439.06,1
40,100003589,07.Dec.15,dummy,Female,Blue Collar,Andrea,England,Short,114118.53,1
41,100003945,26.Dec.15,dummy,Female,Blue Collar,Carolyn,England,Chapman,12434.03,1
41,100002424,02.Oct.15,dummy,Female,Blue Collar,Wendy,England,Clarkson,964.1,1
41,100001802,27.Aug.15,dummy,Female,Blue Collar,Amanda,England,Coleman,43298.43,1
41,100003349,25.Nov.15,dummy,Female,Blue Collar,Olivia,England,Coleman,52991.99,1
41,100001620,14.Aug.15,dummy,Female,Blue Collar,Rose,England,Glover,12978.24,1
41,100001304,22.Jul.15,dummy,Female,Blue Collar,Amy,England,Ogden,33934.22,1
41,100002589,13.Oct.15,dummy,Female,Blue Collar,Mary,England,Oliver,45505.77,1
41,100001958,08.Sep.15,dummy,Female,Blue Collar,Heather,England,Slater,105902.66,1
42,100001227,15.Jul.15,dummy,Female,Blue Collar,Sally,England,Bond,10810.61,1
42,100002954,01.Nov.15,dummy,Female,Blue Collar,Angela,England,Cameron,77228.1,1
42,100001236,16.Jul.15,dummy,Female,Blue Collar,Ella,England,Forsyth,51786.07,1
42,100003508,03.Dec.15,dummy,Female,Blue Collar,Penelope,England,Harris,34017.93,1
42,100001197,13.Jul.15,dummy,Female,Blue Collar,Penelope,England,May,25710.04,1
42,100002640,16.Oct.15,dummy,Female,Blue Collar,Rebecca,England,Russell,46452.14,1
43,100002493,07.Oct.15,dummy,Female,Blue Collar,Carol,England,Hart,20996.83,1
43,100003234,17.Nov.15,dummy,Female,Blue Collar,Rachel,England,Ince,23540.79,1
43,100002656,17.Oct.15,dummy,Female,Blue Collar,Dorothy,England,Lawrence,50078.57,1
43,100003021,05.Nov.15,dummy,Female,Blue Collar,Samantha,England,Slater,38227.22,1
44,100002996,03.Nov.15,dummy,Female,Blue Collar,Fiona,England,Morgan,4837.23,1
45,100002794,26.Oct.15,dummy,Female,Blue Collar,Mary,England,Davidson,38404.23,1
45,100002303,26.Sep.15,dummy,Female,Blue Collar,Lauren,England,Marshall,22420.34,1
45,100002194,23.Sep.15,dummy,Female,Blue Collar,Alison,England,Nash,12508.07,1
46,100003133,12.Nov.15,dummy,Female,Blue Collar,Pippa,England,Bond,4907.58,1
46,100002679,18.Oct.15,dummy,Female,Blue Collar,Grace,England,MacDonald,9564.07,1
47,100003303,22.Nov.15,dummy,Female,Blue Collar,Fiona,England,Churchill,15690.97,1
49,100001241,16.Jul.15,dummy,Female,Blue Collar,Melanie,England,Dickens,36294.12,1
52,100001702,22.Aug.15,dummy,Female,Blue Collar,Rachel,England,Lee,27309.33,1
17,400001671,19.Aug.15,dummy,Female,Blue Collar,Bernadette,Northern Ireland,Metcalfe,97610.35,1
18,400001523,05.Aug.15,dummy,Female,Blue Collar,Ella,Northern Ireland,Knox,31948.6,1
19,400002046,13.Sep.15,dummy,Female,Blue Collar,Megan,Northern Ireland,Hart,69.78,1
19,400002317,26.Sep.15,dummy,Female,Blue Collar,Amanda,Northern Ireland,Newman,63979.4,1
21,400003443,29.Nov.15,dummy,Female,Blue Collar,Abigail,Northern Ireland,MacLeod,51615.61,1
21,400001393,26.Jul.15,dummy,Female,Blue Collar,Wanda,Northern Ireland,Peake,11236.25,1
26,400001752,23.Aug.15,dummy,Female,Blue Collar,Vanessa,Northern Ireland,Terry,65999.04,1
27,400001035,29.Jun.15,dummy,Female,Blue Collar,Amelia,Northern Ireland,Jones,48456.97,1
27,400002166,20.Sep.15,dummy,Female,Blue Collar,Molly,Northern Ireland,Kelly,1897.88,1
29,400002928,30.Oct.15,dummy,Female,Blue Collar,Jane,Northern Ireland,Lawrence,50213.26,1
29,400002585,12.Oct.15,dummy,Female,Blue Collar,Zoe,Northern Ireland,Welch,13733.52,1
31,400002717,20.Oct.15,dummy,Female,Blue Collar,Wanda,Northern Ireland,Dyer,39120.91,1
31,400001531,06.Aug.15,dummy,Female,Blue Collar,Molly,Northern Ireland,Springer,46207.53,1
31,400002980,01.Nov.15,dummy,Female,Blue Collar,Molly,Northern Ireland,Taylor,6057.88,1
33,400001503,03.Aug.15,dummy,Female,Blue Collar,Madeleine,Northern Ireland,Hill,59125.17,1
34,400003472,30.Nov.15,dummy,Female,Blue Collar,Dorothy,Northern Ireland,Bell,15263.47,1
34,400002844,26.Oct.15,dummy,Female,Blue Collar,Gabrielle,Northern Ireland,Wallace,17843.97,1
35,400001815,27.Aug.15,dummy,Female,Blue Collar,Madeleine,Northern Ireland,Payne,17947.14,1
36,400002016,11.Sep.15,dummy,Female,Blue Collar,Jennifer,Northern Ireland,Newman,19799.42,1
37,400002299,25.Sep.15,dummy,Female,Blue Collar,Ella,Northern Ireland,McLean,59970.28,1
39,400001600,12.Aug.15,dummy,Female,Blue Collar,Abigail,Northern Ireland,Harris,21272.69,1
40,400002522,08.Oct.15,dummy,Female,Blue Collar,Abigail,Northern Ireland,Reid,58691.17,1
26,200001611,13.Aug.15,dummy,Female,Blue Collar,Sonia,Scotland,Taylor,76714.19,1
28,200002176,21.Sep.15,dummy,Female,Blue Collar,Lisa,Scotland,Sharp,39597.2,1
42,200003740,15.Dec.15,dummy,Female,Blue Collar,Chloe,Scotland,Robertson,15178.11,1
43,200002774,24.Oct.15,dummy,Female,Blue Collar,Megan,Scotland,Metcalfe,40769.29,1
46,200003243,17.Nov.15,dummy,Female,Blue Collar,Rachel,Scotland,Black,68527.61,1
46,200003084,09.Nov.15,dummy,Female,Blue Collar,Irene,Scotland,Roberts,53327.97,1
46,200001181,12.Jul.15,dummy,Female,Blue Collar,Katherine,Scotland,Stewart,16995.99,1
51,200003052,07.Nov.15,dummy,Female,Blue Collar,Leah,Scotland,Davidson,52001.9,1
51,200002633,15.Oct.15,dummy,Female,Blue Collar,Faith,Scotland,Dowd,24237.4,1
51,200001059,02.Jul.15,dummy,Female,Blue Collar,Jan,Scotland,Hamilton,7573.67,1
52,200002246,24.Sep.15,dummy,Female,Blue Collar,Samantha,Scotland,Marshall,43787.71,1
52,200002534,09.Oct.15,dummy,Female,Blue Collar,Fiona,Scotland,Scott,34890.3,1
52,200002027,12.Sep.15,dummy,Female,Blue Collar,Heather,Scotland,Smith,97609.31,1
55,200003770,16.Dec.15,dummy,Female,Blue Collar,Kimberly,Scotland,Thomson,33460.57,1
56,200003612,07.Dec.15,dummy,Female,Blue Collar,Hannah,Scotland,Slater,32792.43,1
57,200001021,28.Jun.15,dummy,Female,Blue Collar,Vanessa,Scotland,Bond,55886.74,1
57,200001766,24.Aug.15,dummy,Female,Blue Collar,Jasmine,Scotland,Dickens,31824.47,1
59,200001828,28.Aug.15,dummy,Female,Blue Collar,Jane,Scotland,Burgess,14569.22,1
60,200001150,10.Jul.15,dummy,Female,Blue Collar,Amy,Scotland,Graham,5916.94,1
61,200002263,24.Sep.15,dummy,Female,Blue Collar,Madeleine,Scotland,Russell,48394.84,1
61,200003403,27.Nov.15,dummy,Female,Blue Collar,Irene,Scotland,Wilson,1409.52,1
63,200001232,15.Jul.15,dummy,Female,Blue Collar,Samantha,Scotland,Grant,28395.48,1
64,200002041,13.Sep.15,dummy,Female,Blue Collar,Abigail,Scotland,Fraser,24729.53,1
19,300002012,11.Sep.15,dummy,Female,Blue Collar,Jennifer,Wales,Allan,71036.74,1
24,300002491,06.Oct.15,dummy,Female,Blue Collar,Emma,Wales,Campbell,16527,1
24,300003431,28.Nov.15,dummy,Female,Blue Collar,Diane,Wales,Springer,18858.69,1
28,300002188,22.Sep.15,dummy,Female,Blue Collar,Mary,Wales,Murray,94793.04,1
29,300003983,28.Dec.15,dummy,Female,Blue Collar,Bella,Wales,Ball,25737.94,1
29,300003430,28.Nov.15,dummy,Female,Blue Collar,Caroline,Wales,Dyer,23049.76,1
29,300002209,23.Sep.15,dummy,Female,Blue Collar,Jasmine,Wales,Henderson,7614.4,1
30,300003497,02.Dec.15,dummy,Female,Blue Collar,Rebecca,Wales,Howard,96.26,1
32,300001841,29.Aug.15,dummy,Female,Blue Collar,Emily,Wales,Mills,33207.29,1
33,300001105,06.Jul.15,dummy,Female,Blue Collar,Ava,Wales,Vaughan,15196.68,1
34,300003956,26.Dec.15,dummy,Female,Blue Collar,Jane,Wales,Duncan,4478.46,1
34,300001745,23.Aug.15,dummy,Female,Blue Collar,Virginia,Wales,Piper,49214.87,1
35,300001893,02.Sep.15,dummy,Female,Blue Collar,Leah,Wales,Glover,41917.78,1
35,300002315,26.Sep.15,dummy,Female,Blue Collar,Rachel,Wales,Morgan,80558.45,1
36,300002400,30.Sep.15,dummy,Female,Blue Collar,Alexandra,Wales,Butler,15245.28,1
36,300003911,23.Dec.15,dummy,Female,Blue Collar,Anne,Wales,McDonald,54473.03,1
37,300003864,21.Dec.15,dummy,Female,Blue Collar,Bernadette,Wales,Hughes,101532.72,1
41,300001955,07.Sep.15,dummy,Female,Blue Collar,Sarah,Wales,Scott,30822.55,1
42,300003158,13.Nov.15,dummy,Female,Blue Collar,Joan,Wales,Oliver,24238.89,1
43,300002179,21.Sep.15,dummy,Female,Blue Collar,Jessica,Wales,Sharp,9130.19,1
46,300003132,11.Nov.15,dummy,Female,Blue Collar,Deirdre,Wales,Rampling,29012.65,1
18,100002986,02.Nov.15,dummy,Female,Other,Dorothy,England,Rutherford,9281.39,1
21,100002799,26.Oct.15,dummy,Female,Other,Rachel,England,Baker,16352.86,1
23,100003381,27.Nov.15,dummy,Female,Other,Julia,England,Churchill,5434.22,1
23,100002701,20.Oct.15,dummy,Female,Other,Heather,England,McLean,20148.51,1
23,100002981,02.Nov.15,dummy,Female,Other,Sonia,England,Rutherford,16418.92,1
23,100002120,18.Sep.15,dummy,Female,Other,Fiona,England,Welch,42510.95,1
24,100001915,05.Sep.15,dummy,Female,Other,Wanda,England,Cornish,3140.85,1
24,100002706,20.Oct.15,dummy,Female,Other,Amanda,England,Nash,92201.51,1
24,100003437,29.Nov.15,dummy,Female,Other,Una,England,Ogden,54218.79,1
24,100003672,12.Dec.15,dummy,Female,Other,Anna,England,Poole,17946.83,1
25,100003710,14.Dec.15,dummy,Female,Other,Sarah,England,Lawrence,39374.75,1
25,100002971,01.Nov.15,dummy,Female,Other,Claire,England,Paige,71683.32,1
25,100003061,08.Nov.15,dummy,Female,Other,Ella,England,Rees,1890.37,1
25,100003166,14.Nov.15,dummy,Female,Other,Karen,England,Walker,12589.45,1
26,100003642,10.Dec.15,dummy,Female,Other,Katherine,England,Dowd,4212.36,1
26,100001057,02.Jul.15,dummy,Female,Other,Diana,England,Ross,10054.71,1
27,100001605,13.Aug.15,dummy,Female,Other,Sonia,England,Newman,34178.68,1
27,100001449,30.Jul.15,dummy,Female,Other,Diane,England,Wilkins,30992.37,1
28,100001224,15.Jul.15,dummy,Female,Other,Sophie,England,Avery,106947.88,1
28,100003834,20.Dec.15,dummy,Female,Other,Maria,England,Hill,68799.11,1
28,100001445,30.Jul.15,dummy,Female,Other,Rebecca,England,Jackson,10688.34,1
28,100001192,13.Jul.15,dummy,Female,Other,Leah,England,Jones,35052.06,1
29,100002065,15.Sep.15,dummy,Female,Other,Victoria,England,Abraham,41897.53,1
29,100003365,26.Nov.15,dummy,Female,Other,Rachel,England,Bailey,29654.53,1
29,100003040,06.Nov.15,dummy,Female,Other,Wanda,England,Blake,1834.14,1
29,100001401,27.Jul.15,dummy,Female,Other,Grace,England,Ellison,33563.67,1
29,100001422,28.Jul.15,dummy,Female,Other,Jasmine,England,Hodges,46543.51,1
29,100002622,15.Oct.15,dummy,Female,Other,Alison,England,Jones,68344.02,1
29,100003377,27.Nov.15,dummy,Female,Other,Jessica,England,Peake,11738.7,1
29,100002825,26.Oct.15,dummy,Female,Other,Mary,England,Peters,11504.49,1
29,100001785,26.Aug.15,dummy,Female,Other,Angela,England,White,27683.73,1
30,100001094,06.Jul.15,dummy,Female,Other,Amanda,England,Berry,2730.89,1
30,100001729,23.Aug.15,dummy,Female,Other,Gabrielle,England,Bower,72874.91,1
30,100001370,25.Jul.15,dummy,Female,Other,Kylie,England,Buckland,105695.88,1
30,100003316,23.Nov.15,dummy,Female,Other,Katherine,England,Davidson,52474.35,1
30,100002867,28.Oct.15,dummy,Female,Other,Natalie,England,Glover,47404.84,1
30,100001542,08.Aug.15,dummy,Female,Other,Dorothy,England,White,86591.86,1
31,100002285,25.Sep.15,dummy,Female,Other,Sonia,England,Ball,4941.26,1
31,100002620,15.Oct.15,dummy,Female,Other,Rachel,England,Blake,81245.5,1
31,100001394,27.Jul.15,dummy,Female,Other,Ella,England,Knox,1173.73,1
31,100002339,28.Sep.15,dummy,Female,Other,Deirdre,England,May,107268.59,1
31,100002997,03.Nov.15,dummy,Female,Other,Ava,England,Mills,4064.42,1
31,100002199,23.Sep.15,dummy,Female,Other,Leah,England,Sutherland,73990.81,1
31,100001249,17.Jul.15,dummy,Female,Other,Lisa,England,Walsh,25016.03,1
32,100001615,14.Aug.15,dummy,Female,Other,Emma,England,Black,71324.35,1
32,100003323,24.Nov.15,dummy,Female,Other,Diana,England,Mackay,62279.58,1
32,100003554,05.Dec.15,dummy,Female,Other,Vanessa,England,Mathis,44949.1,1
32,100002932,31.Oct.15,dummy,Female,Other,Lisa,England,Morgan,699.42,1
32,100001189,13.Jul.15,dummy,Female,Other,Madeleine,England,Ross,76207.19,1
33,100001027,29.Jun.15,dummy,Female,Other,Jessica,England,MacLeod,49665.09,1
33,100002914,30.Oct.15,dummy,Female,Other,Mary,England,Nolan,2471.48,1
33,100002940,31.Oct.15,dummy,Female,Other,Rose,England,Parr,60395.3,1
33,100002232,24.Sep.15,dummy,Female,Other,Sonia,England,Roberts,36709.9,1
34,100002305,26.Sep.15,dummy,Female,Other,Joan,England,Fisher,22433.36,1
34,100001188,13.Jul.15,dummy,Female,Other,Zoe,England,Jackson,14965.91,1
34,100001504,04.Aug.15,dummy,Female,Other,Sonia,England,Rees,23145.58,1
34,100003499,03.Dec.15,dummy,Female,Other,Diane,England,Rutherford,39040.73,1
34,100001208,14.Jul.15,dummy,Female,Other,Diane,England,Sharp,63083.87,1
34,100001143,10.Jul.15,dummy,Female,Other,Madeleine,England,Sharp,21997.45,1
35,100003324,24.Nov.15,dummy,Female,Other,Claire,England,Buckland,28586.34,1
35,100002865,28.Oct.15,dummy,Female,Other,Madeleine,England,Hudson,49160.19,1
35,100003390,27.Nov.15,dummy,Female,Other,Wendy,England,Mills,54691.63,1
35,100002619,15.Oct.15,dummy,Female,Other,Kimberly,England,Parr,104867.33,1
35,100002504,08.Oct.15,dummy,Female,Other,Amelia,England,Powell,42162.2,1
35,100003681,13.Dec.15,dummy,Female,Other,Leah,England,Roberts,16482.84,1
35,100003326,24.Nov.15,dummy,Female,Other,Megan,England,Skinner,30158.68,1
35,100003224,17.Nov.15,dummy,Female,Other,Rachel,England,Welch,82688.19,1
36,100001832,29.Aug.15,dummy,Female,Other,Nicola,England,Blake,10057.04,1
36,100002731,22.Oct.15,dummy,Female,Other,Heather,England,Cornish,39639.3,1
36,100003453,30.Nov.15,dummy,Female,Other,Chloe,England,Davies,70684.35,1
36,100001491,03.Aug.15,dummy,Female,Other,Joan,England,Short,56430.27,1
36,100001294,21.Jul.15,dummy,Female,Other,Joan,England,Underwood,6272.99,1
36,100003436,29.Nov.15,dummy,Female,Other,Julia,England,Underwood,31377.37,1
36,100001760,24.Aug.15,dummy,Female,Other,Jasmine,England,Vaughan,9106.91,1
37,100003418,28.Nov.15,dummy,Female,Other,Yvonne,England,Edmunds,26478.35,1
37,100003236,17.Nov.15,dummy,Female,Other,Lily,England,Grant,339.23,1
37,100001604,13.Aug.15,dummy,Female,Other,Angela,England,Hill,89906.69,1
37,100001772,25.Aug.15,dummy,Female,Other,Abigail,England,Randall,31706.03,1
37,100003025,05.Nov.15,dummy,Female,Other,Sally,England,Randall,37294.08,1
37,100002892,29.Oct.15,dummy,Female,Other,Anne,England,Reid,16358.32,1
37,100002036,13.Sep.15,dummy,Female,Other,Joanne,England,Terry,93845.6,1
38,100001547,08.Aug.15,dummy,Female,Other,Dorothy,England,Churchill,80338.65,1
38,100001822,28.Aug.15,dummy,Female,Other,Jasmine,England,Hamilton,52220.12,1
38,100002741,22.Oct.15,dummy,Female,Other,Hannah,England,James,77856.76,1
38,100002478,06.Oct.15,dummy,Female,Other,Diane,England,May,37142.39,1
38,100001473,01.Aug.15,dummy,Female,Other,Olivia,England,Scott,54104.73,1
39,100002692,19.Oct.15,dummy,Female,Other,Jan,England,Clark,34441.92,1
39,100001789,26.Aug.15,dummy,Female,Other,Kylie,England,Glover,18016.11,1
39,100002859,28.Oct.15,dummy,Female,Other,Grace,England,Graham,63362.89,1
39,100001602,13.Aug.15,dummy,Female,Other,Karen,England,Grant,21827.12,1
40,100003330,24.Nov.15,dummy,Female,Other,Gabrielle,England,Berry,52970.78,1
40,100002938,31.Oct.15,dummy,Female,Other,Emma,England,Bower,55489.08,1
40,100002609,14.Oct.15,dummy,Female,Other,Audrey,England,Hunter,1795.2,1
40,100003555,05.Dec.15,dummy,Female,Other,Amy,England,Lambert,87234.69,1
40,100003537,04.Dec.15,dummy,Female,Other,Rebecca,England,Lyman,26011.48,1
40,100001581,11.Aug.15,dummy,Female,Other,Lauren,England,May,27602.78,1
40,100001248,17.Jul.15,dummy,Female,Other,Mary,England,North,24204.28,1
40,100003571,06.Dec.15,dummy,Female,Other,Irene,England,Ross,73177.7,1
41,100002966,01.Nov.15,dummy,Female,Other,Bernadette,England,Hardacre,70452.02,1
41,100002415,02.Oct.15,dummy,Female,Other,Sue,England,King,19938.81,1
41,100002823,26.Oct.15,dummy,Female,Other,Rachel,England,Knox,41566.38,1
41,100003666,12.Dec.15,dummy,Female,Other,Pippa,England,Lee,18206.83,1
41,100001644,17.Aug.15,dummy,Female,Other,Wendy,England,Vaughan,19269.63,1
42,100003828,20.Dec.15,dummy,Female,Other,Emily,England,Churchill,61434.51,1
42,100002450,04.Oct.15,dummy,Female,Other,Amy,England,Hill,10562.39,1
42,100001675,20.Aug.15,dummy,Female,Other,Emma,England,Pullman,19699.45,1
42,100001113,07.Jul.15,dummy,Female,Other,Olivia,England,Rees,107366.02,1
42,100002660,17.Oct.15,dummy,Female,Other,Ruth,England,Skinner,4959.12,1
43,100002140,19.Sep.15,dummy,Female,Other,Penelope,England,Bell,38986.48,1
43,100001705,22.Aug.15,dummy,Female,Other,Zoe,England,Parr,88279.66,1
43,100003057,08.Nov.15,dummy,Female,Other,Faith,England,Turner,73601.8,1
44,100004006,30.Dec.15,dummy,Female,Other,Kimberly,England,Gray,64470.77,1
44,100003763,16.Dec.15,dummy,Female,Other,Alexandra,England,Hill,14563.87,1
44,100003488,02.Dec.15,dummy,Female,Other,Molly,England,MacLeod,71313.5,1
44,100003487,02.Dec.15,dummy,Female,Other,Rose,England,Parsons,11121.96,1
44,100001881,01.Sep.15,dummy,Female,Other,Jane,England,Payne,52619.82,1
44,100003659,11.Dec.15,dummy,Female,Other,Andrea,England,Wallace,32865.62,1
45,100003362,26.Nov.15,dummy,Female,Other,Wanda,England,Mills,36293,1
45,100001095,06.Jul.15,dummy,Female,Other,Pippa,England,Nash,9976.92,1
45,100002389,30.Sep.15,dummy,Female,Other,Felicity,England,Oliver,12247.62,1
45,100003749,16.Dec.15,dummy,Female,Other,Jan,England,Powell,62529.53,1
45,100002325,27.Sep.15,dummy,Female,Other,Lily,England,Sutherland,68291.36,1
46,100003818,19.Dec.15,dummy,Female,Other,Joan,England,Glover,71257.04,1
46,100002722,21.Oct.15,dummy,Female,Other,Samantha,England,Paterson,50959.4,1
46,100002684,18.Oct.15,dummy,Female,Other,Diana,England,Sanderson,49374.99,1
49,100002707,20.Oct.15,dummy,Female,Other,Karen,England,Ferguson,41652.84,1
49,100003285,21.Nov.15,dummy,Female,Other,Amelia,England,Paterson,90049.91,1
53,100003307,23.Nov.15,dummy,Female,Other,Jasmine,England,Howard,36319.75,1
53,100002885,29.Oct.15,dummy,Female,Other,Lisa,England,Simpson,52378.68,1
17,400001234,15.Jul.15,dummy,Female,Other,Olivia,Northern Ireland,Dyer,13301.43,1
19,400003415,27.Nov.15,dummy,Female,Other,Amanda,Northern Ireland,Kerr,2184.18,1
20,400003370,26.Nov.15,dummy,Female,Other,Jessica,Northern Ireland,Lyman,82598.94,1
20,400002521,08.Oct.15,dummy,Female,Other,Penelope,Northern Ireland,Parsons,9707.95,1
21,400002401,30.Sep.15,dummy,Female,Other,Wanda,Northern Ireland,Peters,50686.07,1
22,400002605,13.Oct.15,dummy,Female,Other,Jan,Northern Ireland,Murray,18299.03,1
23,400002550,10.Oct.15,dummy,Female,Other,Lily,Northern Ireland,Baker,55821.07,1
23,400001781,25.Aug.15,dummy,Female,Other,Irene,Northern Ireland,Chapman,82229.1,1
24,400002382,29.Sep.15,dummy,Female,Other,Audrey,Northern Ireland,Knox,899.97,1
24,400002212,23.Sep.15,dummy,Female,Other,Lily,Northern Ireland,Rees,66857.45,1
24,400001683,20.Aug.15,dummy,Female,Other,Felicity,Northern Ireland,Vance,2617.17,1
25,400001816,27.Aug.15,dummy,Female,Other,Emily,Northern Ireland,Alsop,29644.65,1
27,400002152,19.Sep.15,dummy,Female,Other,Jane,Northern Ireland,Baker,18601.06,1
27,400002211,23.Sep.15,dummy,Female,Other,Amy,Northern Ireland,Graham,37985.87,1
27,400002213,23.Sep.15,dummy,Female,Other,Claire,Northern Ireland,Martin,65095.97,1
28,400001769,24.Aug.15,dummy,Female,Other,Donna,Northern Ireland,Chapman,25544.09,1
28,400001906,03.Sep.15,dummy,Female,Other,Alison,Northern Ireland,MacLeod,31153.14,1
28,400001521,05.Aug.15,dummy,Female,Other,Abigail,Northern Ireland,Mathis,19160.55,1
28,400002618,14.Oct.15,dummy,Female,Other,Alison,Northern Ireland,McGrath,133050.09,1
28,400001630,14.Aug.15,dummy,Female,Other,Nicola,Northern Ireland,Pullman,40163.92,1
29,400001768,24.Aug.15,dummy,Female,Other,Sally,Northern Ireland,Dyer,32458.74,1
29,400002279,24.Sep.15,dummy,Female,Other,Victoria,Northern Ireland,Slater,74348.45,1
29,400002108,17.Sep.15,dummy,Female,Other,Ava,Northern Ireland,Wilson,75395.32,1
30,400002540,09.Oct.15,dummy,Female,Other,Deirdre,Northern Ireland,Lyman,60385.3,1
30,400001753,23.Aug.15,dummy,Female,Other,Chloe,Northern Ireland,Slater,51991.07,1
31,400001343,22.Jul.15,dummy,Female,Other,Yvonne,Northern Ireland,Buckland,6631.42,1
31,400001001,26.Jun.15,dummy,Female,Other,Grace,Northern Ireland,Duncan,32162.34,1
31,400003009,03.Nov.15,dummy,Female,Other,Yvonne,Northern Ireland,Fisher,50699.67,1
31,400001682,20.Aug.15,dummy,Female,Other,Lauren,Northern Ireland,Jones,30914.02,1
31,400002014,11.Sep.15,dummy,Female,Other,Amy,Northern Ireland,Kerr,8261.2,1
31,400002318,26.Sep.15,dummy,Female,Other,Natalie,Northern Ireland,Vaughan,27667.95,1
32,400001927,05.Sep.15,dummy,Female,Other,Emily,Northern Ireland,Burgess,48145.5,1
32,400002130,18.Sep.15,dummy,Female,Other,Amy,Northern Ireland,Ferguson,5908.97,1
32,400002908,29.Oct.15,dummy,Female,Other,Nicola,Northern Ireland,Hodges,15858.93,1
32,400001082,04.Jul.15,dummy,Female,Other,Lisa,Northern Ireland,Nolan,20451.86,1
32,400002845,26.Oct.15,dummy,Female,Other,Tracey,Northern Ireland,Oliver,19510.11,1
33,400002278,24.Sep.15,dummy,Female,Other,Pippa,Northern Ireland,Ball,133.75,1
34,400001219,14.Jul.15,dummy,Female,Other,Carol,Northern Ireland,Clarkson,20742.96,1
34,400001578,10.Aug.15,dummy,Female,Other,Emily,Northern Ireland,Harris,4951.65,1
35,400002360,28.Sep.15,dummy,Female,Other,Molly,Northern Ireland,Mackenzie,77091.37,1
36,400001342,22.Jul.15,dummy,Female,Other,Victoria,Northern Ireland,Morrison,49294.33,1
36,400001551,08.Aug.15,dummy,Female,Other,Anna,Northern Ireland,Scott,11566.5,1
38,400002277,24.Sep.15,dummy,Female,Other,Vanessa,Northern Ireland,McLean,13914.8,1
39,400003036,05.Nov.15,dummy,Female,Other,Lisa,Northern Ireland,Hughes,50492.06,1
39,400001072,03.Jul.15,dummy,Female,Other,Diane,Northern Ireland,Short,84480.9,1
42,400002691,18.Oct.15,dummy,Female,Other,Amy,Northern Ireland,Abraham,46393.55,1
42,400003037,05.Nov.15,dummy,Female,Other,Megan,Northern Ireland,Russell,43376.23,1
43,400002551,10.Oct.15,dummy,Female,Other,Olivia,Northern Ireland,Chapman,29990.71,1
43,400002381,29.Sep.15,dummy,Female,Other,Hannah,Northern Ireland,Short,21607.48,1
45,400001845,29.Aug.15,dummy,Female,Other,Katherine,Northern Ireland,Hamilton,88579.21,1
46,400002472,05.Oct.15,dummy,Female,Other,Jane,Northern Ireland,Wilson,44875.11,1
52,400003848,20.Dec.15,dummy,Female,Other,Carolyn,Northern Ireland,Dowd,118676.95,1
52,400001413,27.Jul.15,dummy,Female,Other,Rachel,Northern Ireland,Nolan,7764.71,1
55,400002015,11.Sep.15,dummy,Female,Other,Yvonne,Northern Ireland,Mills,55111.01,1
27,200003121,11.Nov.15,dummy,Female,Other,Ruth,Scotland,Davies,7835.23,1
28,200001271,19.Jul.15,dummy,Female,Other,Nicola,Scotland,Cameron,52614.67,1
28,200003703,13.Dec.15,dummy,Female,Other,Deirdre,Scotland,Mitchell,33797.54,1
28,200003087,09.Nov.15,dummy,Female,Other,Lillian,Scotland,Oliver,32468.21,1
30,200003183,14.Nov.15,dummy,Female,Other,Wanda,Scotland,Morgan,31311.45,1
31,200003072,08.Nov.15,dummy,Female,Other,Penelope,Scotland,Pullman,14526.24,1
32,200003529,03.Dec.15,dummy,Female,Other,Sue,Scotland,Underwood,37920.84,1
33,200002042,13.Sep.15,dummy,Female,Other,Chloe,Scotland,Rampling,27833.06,1
34,200002921,30.Oct.15,dummy,Female,Other,Jennifer,Scotland,Abraham,61355.54,1
34,200002899,29.Oct.15,dummy,Female,Other,Megan,Scotland,Johnston,57068.72,1
34,200002831,26.Oct.15,dummy,Female,Other,Hannah,Scotland,Underwood,20725.33,1
35,200003578,06.Dec.15,dummy,Female,Other,Caroline,Scotland,Stewart,5897.92,1
36,200001778,25.Aug.15,dummy,Female,Other,Deirdre,Scotland,Simpson,33617.08,1
37,200003903,23.Dec.15,dummy,Female,Other,Lily,Scotland,Mackay,59655.79,1
37,200003969,27.Dec.15,dummy,Female,Other,Bella,Scotland,Smith,29666.2,1
